Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Guards.LockdownStart	BUUUM! ISTO É UM ISOLAMENTO!	BUMM! DAS IST EINE VERRIEGELUNG!	BOUM ! ÉTAT D'URGENCE !	¡PUM! ¡ESTO ES UN BLOQUEO!	БУМ! ЭТО ИЗОЛЯЦИЯ!	BOOM! SIAMO IN LOCKDOWN!	轰！ 封锁开始了！ 	キター！施設封鎖だぁぁ！			
&Text.NPC.Maintenance	O chefe ficará orgulhoso.	Chef wär begeistert.	Mon vieux serait fier.	El jefe estaría orgulloso.	Начальник будет доволен	Il capo sarà fiero di me	领班会感到自豪的	爺さんも誇らしいだろ			
&Text.GuardAlert.DisguiseCaught	AQUI estäo!	DA bist du!	TE voilà !	¡AQUÍ estás!	Вот так сюрприз!	ECCOTI qui!	发现你了！ 	見つけたぞ！			
&Text.GuardAlert.Disguise	Uma tempestade se aproxima.	Da braut sich was zusammen.	Une tempête approche.	Se acerca una tormenta.	Затишье перед бурей	Tempesta in arrivo	风暴正在酝酿	今夜は荒れそうだ…			
&Text.NPC.Warden	Uma tempestade se aproxima.	Da braut sich was zusammen.	Une tempête se prépare.	Se acerca una tormenta.	Приближается гроза	Tempesta in arrivo	风暴正在酝酿	今夜は荒れそうだ…			
Text.Player.BedMissingPillow	Preciso colocar uma almofada primeiro!	Da fehlt das Kissen!	Je dois d'abord mettre un oreiller !	¡Antes tengo que poner una almohada!	Я сначала подстелю матрас!	Devo prima mettere un cuscino!	我得先放置一个枕头！ 	先に「枕」を置かないと！			
&Text.Guard.Heat	Aqui está ele!	Da hast du’s!	Le voilà !	¡Aquí está!	Вот и он!	Ecco a te!	他在这儿！ 	ヤツはこっちだ！			
&Text.Inmates.FoodHall	Encontrei uma unha do pé!	Da ist der Zehennagel!	J'ai un ongle de pied !	¡Encontré la uña del pie!	Нашел ноготь с большого пальца ноги!	Ho trovato l’unghia!	找到趾甲！ 	足の爪みっけ！			
&Text.Guards.RollCallMain	Circula um rumor de mal gosto sobre o diretor.	Da ist ein böses Gerücht über den Wächter im Umlauf.	Une sale rumeur court sur le directeur.	Circula un rumor de mal gusto sobre el alcaide.	До меня дошел дрянной слушок о надзирателе	Girano brutte voci sul direttore	我听说了令人反感的传言， 和典狱长有关	所長に関する悪質なデマが広まっている			
&Text.Guards.RollCallMain	Circula um rumor de mal gosto sobre um dos guardas.	Da ist ein böses Gerücht über einen unserer Wärter im Umlauf.	Une sale rumeur court sur l'un des gardiens.	Circula un rumor de mal gusto sobre uno de nuestros guardias.	До меня дошел дрянной слушок об одном из наших охранников	Girano brutte voci su una delle nostre guardie	我听说了令人反感的传言， 和一名守卫有关	看守に関する悪質なデマが広まっている			
&Text.NPC.Janitor	Há uma marcaçäo neste...	Da ist ein Fußabdruck ...	Il y a une trace de pas là...	Hay una huella...	Я вижу отпечаток ноги...	C’è un’impronta...	上面有个脚印……	足跡めっけ…			
&Text.Player.DropNotClear	Näo posso descer aqui.	Da kann ich nicht runter.	Je ne peux pas descendre.	No puedo bajar aquí.	Я не могу спуститься здесь	Non posso calarmi da qui	我没法从这里下去	ここからは下りられない			
&Text.NPC.Chef	Há algo flutuando neste...	Da schwimmt was drin ...	Y a un truc qui flotte dedans...	Hay algo flotando en esto...	Там что-то плавает...	C’è qualcosa che galleggia...	这里面漂浮着什么东西……	なんか浮いてるぞ…			
&Text.NPC.Counselor	Nos encontramos de novo!	Da sind wir wieder!	On se retrouve !	¡Volvemos a vernos!	Какая встреча!	Eccoci qui ancora!	我们又见面了！ 	また会ったな！			
&Text.NPC.JobstaffLeaving	Achei que näo conseguiria cortar. Tinha razäo.	"Dachte nicht, dass du’s schaffst. Hatte recht."	Je pensais que tu te planterais. J'avais raison.	No creí que lo pudieses cortar. Tenía razón.	"Все равно я не думал, что у тебя получится. Я был прав."	Pensavo non fossi in grado. E avevo ragione	没想到你居然能完成。 我没想错	キミには難しいと思ったが、 やはりか			
&Text.Guard.CharacterDamagingTiles	Pensei que tinha ouvido algo!	"Dachte, ich hätte etwas gehört!"	J'ai cru entendre un truc !	¡Sabía que había oído algo!	"Кажется, я что-то слышал!"	Pensavo di aver sentito qualcosa!	我好像听到什么声音了！ 	この音だったか！			
&Text.NPC.Warden	Näo se atreva a me agradecer!	Dank mir ja nicht!	Ne me remercie pas !	¡Ni se te ocurra agradecérmelo!	Не смей благодарить меня!	Non osare ringraziarmi!	不许谢我！ 	感謝など必要ない！			
&Text.Player.ThanksForThat	Saúde!	Danke!	Santé !	¡Salud!	Будь!	Grazie mille!	祝好！ 	悪いな！			
&Text.Player.ThanksForThat	Obrigado!	Danke!	Merci !	¡Gracias!	Спасибо!	Grazie!	谢谢！ 	どうも！			
&Text.Guards.RollCallMain	"Se batermos em vocês, agradeça-nos!"	"Dankt uns, wenn wir euch schlagen."	"Si on frappe, dites merci."	"Si os zurramos, agradecédnoslo."	"Когда мы бьем, скажите спасибо"	"Se vi picchiamo, ringraziateci"	如果我们打你， 你要感谢我们	殴られたら感謝しろ			
&Text.Guards.GoReport	"Será melhor reportar isso, AGORA!"	"Dann berichte ich das lieber, PRONTO!"	"Je ferais mieux de le signaler, PRONTO !"	¡Será mejor que informe de esto YA!	"Лучше я об этом доложу, как можно скорее."	"Devo fare rapporto, SUBITO!"	我最好立刻汇报此事！ 	こいつは急いで報告しないと！			
&Text.Inmates.JobChat	Me mantem longe de problemas.	Dann hab ich keinen Ärger.	Ça m'évite les ennuis.	Me mantiene lejos de los problemas.	Помогает избежать проблем	Mi tiene fuori dai guai	别给我惹麻烦	立ち直りたいんだ			
&Text.Guard.SentToContrabandDesk	Bem, já está resolvido!	Dann wär DAS geklärt!	"Ça, c'est FAIT !"	"¡Bueno, ya está solucionado!"	С этим надо разобраться!	Ecco cosa c’era SOTTO!	搞定了！ 	こいつは没収する！			
&Text.Guard.InterjectFight	Permita-me que me intrometa!	Darf ich unterbrechen?	Laissez-moi interférer !	Permíteme que me entrometa.	Разрешите вмешаться!	Permettetemi di intervenire!	请允许我介入！ 	仲裁に入る！			
&Text.Inmates.GuardBanter	Foi dado algo em que pensar.	Darüber kann er jetzt nachdenken.	Je lui ai laissé un souvenir.	Le he dado algo en lo que pensar.	Ему было о чем подумать	L’ho lasciato con qualcosa a cui pensare	给了他点值得考虑的东西	ヤツに考える時間を与えてやった			
&Text.NPC.Chef	Servir isto é um crime.	"Das anzubieten, ist kriminell."	C'est un crime de servir ça.	Servir esto es un crimen.	Подавать это — преступление	È un crimine servire tutto ciò	上这种饭菜本身就是犯罪	この料理こそが犯罪だ			
&Text.Visitor.Banter	Eu consertei o banheiro.	Das Badezimmer ist wieder okay.	La salle de bain est nettoyée.	He arreglado el baño.	Мне надо вылизать ванную	Ho sistemato il bagno	我把卫生间整好了	例のトイレは直ったよ			
&Text.Inmate.Snitch.Prison	Alguém conserte isso.	Das gehört repariert.	"Réparez ça, voyons."	Hay que arreglar esto.	Почините это кто-нибудь	Qualcuno lo aggiusti	来人把这东西修一下	こりゃ修理しないと			
&Text.Inmates.Showers	É assim desde que nasceu.	Das hab ich schon seit meiner Geburt.	C'est comme ça depuis ma naissance.	Es así desde que nació.	У меня так с рождения	È così da quando sono nato	我从出生起就那样了	生まれた時からこの調子さ			
&Text.Inmates.PlayerRep2	É isso que ela disse!	Das hat sie auch gesagt!	C'est ce qu'elle a dit !	¡Eso dijo ella!	Так она сказала!	È quello che dicono tutte!	她就是这么说的！ 	あの女がそう言ったんだ！			
&Text.Inmates.Banter	É isso que ela disse.	Das hat sie auch gesagt.	C'est ce qu'elle a dit.	Eso dijo ella.	Так она сказала	È quello che ha detto lei	她就是这么说的	あの女がそう言ったんだ！			
&Text.Visitor.Banter	A casa ardeu em chamas.	Das Haus hat gebrannt.	La maison est partie en fumée.	La casa ha ardido en llamas.	Дом сгорел дотла	La casa è andata in fiamme	房子烧了起来	家が燃えちまってさ			
&Text.Guards.FoodHall	Essa é uma das coisas mais repugnantes que já vi!	"Das ist die ekelhafteste Sache, die ich je gesehen habe!"	J'ai rarement vu plus dégoûtant !	¡Es una de las cosas más asquerosas que he visto nunca!	"Одно из самых отвратительных зрелищ, которые я видел!"	È una delle cose più disgustose che abbia mai visto!	我之前很少见那么恶心的东西！ 	見てるだけでヘドが出そうだ！			
&Text.NPC.Janitor	Isso é uma emergência!	Das ist ein Notfall!	Il y a urgence !	¡Esto es una emergencia!	Это ЧП!	Emergenza!	紧急情况！ 	こいつは緊急事態だ！			
&Text.Guard.DamagedTile	Isso é uma monstruosidade.	Das ist ein Schandfleck ...	C'est une horreur...	"Bueno, eso es un ojo morado."	Ну и уродство...	Bel pugno in un occhio...	呃， 那可真碍眼……	こいつは目に余る…			
&Text.Lockdown	Isso é uma loucura!	Das ist eine Frechheit!	C'est scandaleux !	¡Esto es una locura!	Это возмутительно!	È oltraggioso!	岂有此理！ 	こいつは許しがたい！			
&Text.NPC.Medic	Isso näo acaba nunca...	Das ist gnadenlos ...	C'est interminable...	Esto no acaba nunca...	Это жестоко...	Non finisce mai...	好凶……	キリがないぞ…			
&Text.Inmates.Showers	Isso é constrangedor.	Das ist jetzt peinlich.	"Hum, c'est gênant."	Esto es algo incómodo.	Это странно	"Beh, è imbarazzante"	好尴尬	おっと、 こりゃ気まずい			
&Text.Guard.CharacterStoodOnDesk	"Isso näo é uma creche, desça daí!"	"Das ist kein Kinderhort, komm da runter!"	"C'est pas une crèche, descends de là !"	"¡Esto no es una guardería, bajad de ahí!"	"Это тебе не детский сад, слезай оттуда!"	"Non siamo all’asilo, scendi da lì!"	这里不是托儿所， 给我下来！ 	託児所じゃないんだ、 下りろ！			
&Text.Inmates.Showers	Isso näo é um brinquedo... Definitivamente!	Das ist kein Spielzeug ... sicher nicht ...	C'est pas un jouet... Vraiment pas...	No es un juguete... en absoluto...	Это не игрушка... Определенно нет...	Non è un giocattolo... no di certo...	这个不是玩具……绝对不是……	あれはオモチャじゃない…絶対に…			
&Text.Guards.Gym	Isso näo é um brinquedo!	Das ist kein Spielzeug!	Ce n'est pas un jouet !	¡No es un juguete!	Это не игрушка!	Non è un giocattolo!	那个不是玩具！ 	オモチャじゃないぞ！			
&Text.Inmates.Showers	Isso näo é uma verruga!	Das ist keine Warze!	Pas de verrue !	¡No es una verruga!	Это не бородавка!	Non è una verruca!	那个不是肉赘！ 	イボじゃないぞ！			
&Text.Guards.MaxPrisonAlertness	Isso é mal...	Das ist mies ...	Ça craint...	Esto no va bien...	Это плохо...	Non va bene...	糟糕……	こいつはまずい…			
&Text.Guards.Inactive	Isso é péssimo...	Das ist Müll ...	J'en ai marre...	Esto es una caca...	Это чушь...	Che schifezza...	胡说……	くだらん…			
&Text.Guards.GetDownFromThere	Isso näo é para escalar, $name!	"Das ist nicht zum Klettern da, $name!"	"Ce n'est pas fait pour grimper, $name !"	"¡Eso no es para escalar, $name!"	"Туда нельзя залезать, $name!"	"Non ci si può arrampicare lì, $name!"	$name， 那个不是用来爬的！ 	そいつは踏み台じゃない、 $name！			
&Text.Guard.Naked	Näo deve se orgulhar disso, $name!	"Das ist nichts zum Angeben, $name!"	"Il n'y a pas de quoi être fier, $name !"	"¡No puedes estar orgulloso de eso, $name!"	"Тебе нечем гордиться, $name!"	"Non c’è nulla di cui essere fieri, $name!"	$name， 做那种事不会显得你特别了不起！ 	みっともないぞ、 $name！			
&Text.Inmates.FoodHall	Isso é nojento...	Das ist schlecht ...	Ça chlingue...	Es repugnante...	Не по правилам...	Che schifo...	好恶心……	ひでえ味だ…			
&Text.Player.DropTooHigh	Está muito alto!	Das ist zu hoch!	C'est trop haut !	¡Está muy alto!	Слишком высоко!	È troppo alto!	太高了！ 	高すぎる！			
&Text.Guards.FoodHall	Essa pode ser a sua última refeiçäo!	Das könnte dein letztes Essen sein!	Ce repas pourrait être votre dernier.	¡Esta comida podría ser la última!	Это может быть твой последний обед!	Potrebbe essere il tuo ultimo pasto!	吃了这顿也许就没下顿了！ 	そのメシが最後の晩さんかもしれんぞ！			
&Text.Guards.FoodHall	Essa pode ser a sua última refeiçäo!	Das könnte dein letztes Essen sein!	Ce repas pourrait être le dernier !	¡Esta comida podría ser tu última!	Это может быть ваш последний обед!	Questo potrebbe essere il tuo ultimo pasto!	吃了这顿可能就没下顿了！ 	そのメシが最後の晩さんかもしれんぞ！			
&Text.Inmates.GuardBanter	O engraçado é que ninguém descobriu.	"Das Lustige ist, dass es niemand herausfand."	"C'est drôle, personne ne le sait."	Lo gracioso es que nadie se ha enterado.	"Забавно, никто не докопался до правды"	La cosa buffa è che nessuno lo sa ancora	滑稽之处在于没人发现	誰一人気づかないとはねえ			
&Text.Guards.GoReport	Melhor relatar isso antes que eu esqueça.	"Das melde ich lieber, bevor ich’s vergess."	Je vais le signaler avant d'oublier.	Debo informar antes de que se me olvide.	"Лучше доложить об этом, пока я не забыл"	Vado a fare rapporto prima di dimenticarmi	最好趁我现在还没忘赶紧去上报	忘れる前に報告しとこう			
&Text.Inmates.DetachedFromEquipment	Vou me lembrar disso...	Das merke ich mir ...	Je m'en souviendrai...	No me olvidaré de eso...	Я это запомню...	Me ne ricorderò...	我会记住的……	覚えてろよ…			
&Text.Inmates.AttackedRunsAway	Vou me lembrar disso!	Das merke ich mir!	Je m'en souviendrai !	¡No me olvidaré de eso!	Я это запомню!	Me ne ricorderò!	我会记住的！ 	覚えてろ！			
&Text.Inmate.Snitch.Character.Dislike	Isso precisa ser relatado!	Das muss berichtet werden!	On doit faire un rapport !	¡Hay que informar de esto!	Об этом надо доложить!	Questo lo verranno a sapere!	这件事需要上报！ 	こいつは報告しないと！			
&Text.Guards.GoReport	Isso precisa ser reportado...	Das muss berichtet werden.	On va faire un rapport...	Hay que informar de esto...	Об этом нужно доложить...	Devo fare rapporto...	这件事就要上报……	こいつは要報告だ…			
&Text.Guards.Gym	Chama isso de músculos?!	Das nennst du Muskeln?!	Vous appelez ça des muscles ?!	¡¿A eso le llamáis músculo?!	И это по-твоему мускулы?	"Li chiamate muscoli, quelli?!"	你管那叫肌肉？！ 	それのどこが筋肉だって？！			
&Text.Guard.MissingTile	Isso näo parece certo.	Das schaut verdächtig aus.	Ça m'a l'air suspect.	Eso no tiene buena pinta.	Что-то здесь не так	Non va bene	那个看起来不对劲	何か妙だぞ…			
&Text.Inmates.JobChat	Os objetivos me cansam.	Das Soll ließ mich Schwitzen.	Le quota me fait suer.	Los objetivos me agobian.	Наряд заставил попотеть	Questa mi ha fatto sudare	我为了完成指标已经一身汗了	ノルマがきつすぎる			
&Text.Inmates.Banter	"A sorte está lançada."	"Das Spiel ist aufgebaut, die Figuren bewegen sich."	"L'échiquier est prêt, les pièces avancent."	La suerte está echada.	" Доска раскрыта, фигуры расставлены, игра уже идет"	"La scacchiera è pronta, le pedine si muovono"	棋盘已经摆好， 棋子正在移动	戦いの火ぶたが切って落とされた			
