Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese		
&Text.LoadingTip	Conversar com outros prisioneiros faz com que tenham uma opiniäo melhor de você.	Gespräche mit anderen Insassen erhöhen ihre Meinung von dir.	Parlez aux autres détenus pour gagner leurs faveurs.	Hablar con compañeros hará que tengan una mejor opinión de ti.	Разговоры с заключенными улучшают их мнение о вас.	"Parlando con altri detenuti, migliorerai la loro opinione su di te."	与其他囚犯对话能提升他们对你的好感。 	他の囚人に話かけると、キミへの評価が上がる。		
&Text.LoadingTip	Coloque um pôster sobre o buraco na parede para evitar que os guardas vejam.	"Hänge ein Poster über ein Loch in einer Wand, um es vor den Wärtern zu verbergen."	Utilisez un poster pour cacher un trou dans le mur.	Pon un póster sobre un agujero en la pared para evitar que los guardias lo vean.	"Закройте дыру в стене постером, чтобы скрыть ее от охранников."	Posiziona un poster su un buco nel muro per nasconderlo alle guardie.	用海报遮住墙上的窟窿， 守卫就不会发现。 	壁にポスターを貼って穴を隠せば、看守の目をごまかせる。		
&Text.LoadingTip	"Quanto maior for seu intelecto, mais itens poderá criar."	"Je höher dein Verstand, umso mehr Gegenstände kannst du fertigen."	"Plus votre intelligence sera élevée, plus vous pourrez fabriquer d'objets."	"Cuanto mayor sea tu intelecto, más cosas podrás crear."	"Чем выше ваш интеллект, тем больше инструментов вы сможете изготовить."	"Maggiore è la tua intelligenza, più oggetti sarai in grado di costruire."	你的智力越高， 能制作的物品就越多。 	「知力」が高いほど、色々なアイテムを作成できる。		
&Text.LoadingTip	Ler na biblioteca aumenta seu intelecto.	Lies in der Bibliothek und erhöhe so deinen Verstand.	Lisez à la bibliothèque pour améliorer votre intelligence.	Leer en la biblioteca aumenta tu intelecto.	Чтение в библиотеке увеличивает интеллект.	Leggere nella biblioteca aumenterà la tua intelligenza.	去图书馆看书能提升你的智力。 	図書室で本を読むと「知力」がアップする。		
&Text.LoadingTip	As vezes o caminho mais simples é o mais efetivo. Alcance o perímetro da prisäo na parte de fora da instalaçäo para conseguir escapar!	Manchmal ist der einfachste Weg der beste. Für eine erfolgreiche Flucht musst du die Eingrenzung des Gefängnisses außerhalb des Komplexes erreichen!	Le chemin le plus simple est parfois le plus efficace. Atteignez le périmètre extérieur de la prison pour réussir votre évasion.	A veces la ruta más simple es la más efectiva. ¡Alcanza el perímetro de la prisión en la parte exterior de la instalación para conseguir escapar!	Иногда самый простой маршрут является самым эффективным. Для успешного побега необходимо добраться до периметра тюрьмы за пределами территории!	"A volte, la strada più semplice è anche la migliore. Raggiungi il perimetro nell’area esterna della prigione per evadere con successo!"	有时候最普通的路线效果最好。 到达建筑物外的监狱周界即可成功越狱！ 	時にはシンプルに考えることも必要。刑務所の敷地外へ出てしまえば、脱獄は成功だ。		
&Text.LoadingTip	Fazer tarefas manuais diminui sua energia.	Manuelle Arbeiten verringern deine Ausdauer.	Les tâches manuelles réduisent votre endurance.	Hacer tareas manuales reduce tu energía.	Физическая работа понижает выносливость.	I lavori manuali diminuiscono la tua energia.	干体力活会消耗你的耐力。 	手作業を行うとスタミナが減る。		
&Text.LoadingTip	Os muros podem ser quebrados com vários tipos de objetos.	Mauersteine können mit einigen Gegenständen weggehackt werden.	Vous pouvez casser un mur à l'aide de différents outils.	Los muros se pueden picar con varios objetos.	Стеновые блоки можно сломать с помощью различных предметов.	I blocchi nei muri possono essere colpiti con vari oggetti.	你可以用各种工具凿开隔墙。 	壁は色々なアイテムで崩せる。		
&Text.LoadingTip	"A cada dia que passa, o nível de segurança da prisäo vai diminuindo naturalmente."	"Mit jedem Tag, der vergeht, wird das Gefängnissicherheitslevel auf natürliche Weise sinken."	Le niveau de sécurité diminuera un peu plus chaque jour.	"Con cada día que pase, el nivel de seguridad de la prisión disminuirá solo."	С каждым днем это будет приводить к естественному снижению уровня безопасности тюрьмы.	"Ogni giorno che passa, il livello di sicurezza della prigione si abbasserà spontaneamente."	每过一天， 监狱的戒备等级都会自然而然地下降。 	1日が過ぎると刑務所の警戒度が下がる。		
&Text.LoadingTip	Comer recupera Saúde e Energia!	Nahrung stellt Gesundheit und Ausdauer wiederher!	Manger rétablit votre santé et votre endurance.	"¡Si comes, recuperas salud y energía!"	Еда восстанавливает здоровье и выносливость!	Mangiando recupererai salute ed energia!	进食可恢复生命值和耐力！ 	食べ物を食べると「ライフ」と「スタミナ」が回復する。		
&Text.LoadingTip	Perder as Tarefas aumenta a sua Atençäo.	Nicht eingehaltene Routine steigert die Alarmierung.	Manquer une routine attirera la Méfiance des gardiens.	"Si no acudes a las rutinas, llamarás la atención."	Несоблюдение тюремного режима раздражает охранников.	Saltare la routine farà salire il Fervore della guardia.	不参加例行活动会提升守卫对你的关注度。 	日課をすっぽかすと「ヒート」が上昇する。		
&Text.LoadingTip	Os presos ou os guardas nocauteados seräo levados para a enfermaria.	Niedergeschlagene Insassen oder Wärter werden zur Krankenstation gebracht	Les détenus ou les gardes assommés seront emmenés à l'infirmerie.	Los compañeros de celda o guardias noqueados serán llevados a la enfermería.	Нокаутированные заключенные или охранники будут перемещены в лазарет.	I detenuti o le guardie KO saranno portati in infermeria	被击晕的囚犯或守卫会被送往医务室	囚人や看守は気を失うと、医務室へ運ばれる。		
&Text.LoadingTip	Você pode saquear os presos nocauteados. Só näo deixe os guardas verem!	Niedergeschlagenen Insassen kann man Gegenstände rauben. Lass dich nicht von den Wärtern erwischen!	Vous pouvez voler des objets aux détenus assommés. Évitez de vous faire voir par les gardiens !	Puedes registrar y robar objetos a los compañeros noqueados. ¡Que no te vean los guardias!	"У нокаутированных заключ. можно красть предметы. Но старайтесь, чтобы охрана не заметила!"	Puoi ottenere oggetti dai detenuti KO. Fai attenzione a non farti vedere dalle guardie!	你可以从被击晕的囚犯身上拾取物品。 别让守卫发现你！ 	囚人や看守を気絶させると、アイテムを奪うことができる。誰にも見られないように！		
&Text.LoadingTip	Os armários säo ótimos esconderijos.	Schließschränke sind tolle Verstecke.	Les casiers sont parfaits pour se cacher.	Las taquillas son escondites estupendos.	"Шкафчики — отличное место, чтобы спрятаться."	Gli armadietti sono ottimi nascondigli.	储物柜是很好的藏身处。 	ロッカーは絶好の隠れ場所だ。		
&Text.LoadingTip	As Tropas de Choque säo duros na queda... Você vai precisar de armas e proteçäo se quiser ter alguma chance contra eles!	"Spezialeinheiten sind knallhart ... Du musst bewaffnet und gepanzert sein, um gegen diese Leute eine Chance zu haben!"	Les gardiens antiémeute sont résistants... Il vous faudra être bien armé et protéger pour espérer en venir à bout.	Los antidisturbios son duros de pelar... ¡Tendrás que llevar armas y protección si quieres tener alguna oportunidad contra ellos!	"Охранники, специализирующиеся на подавлении бунтов, очень свирепые. Чтобы противостоять им, вам понадобятся оружие и защита!"	Le guardie da rivolta sono molto forti. Avrai bisogno di armi e armature per avere una chance contro di loro!	防暴守卫非常难缠…… 你弄到武器和护甲后与他们战斗才有胜算！ 	機動隊は恐ろしく強い。武器や防備を固めていないと、万が一にも勝ち目はない。		
&Text.LoadingTip	Os jogadores que saem das partidas deixam nas celas deles um Saco de Saque com todos os itens saqueados!	"Spieler, die kürzlich das Spiel verlassen haben, lassen in ihrer Zelle einen Beutesack mit ihren Gegenständen zurück!"	Les joueurs venant juste de quitter une partie laisseront derrière eux un sac de butin contenant leurs objets.	Los jugadores que hayan salido de las partidas recientemente dejan tras de sí un botín con los objetos que han acumulado.	"Игроки, которые недавно вышли из игры, оставляют в камере вещмешки со своими инструментами!"	I giocatori che hanno abbandonato da poco la partita lasceranno un bottino con diversi oggetti nella loro cella!	最近离开游戏的玩家会在自己的牢房里留下一个礼物袋， 里面装着他们的物品！ 	プレイヤーがゲームを抜けるとしばらくの間、アイテムの入ったズタ袋が房の中に置き残される。		
&Text.LoadingTip	Suba nas escrivaninhas para ter acesso aos painéis de ventilaçäo de cima.	"Steige auf Pulte, um an die Lüftungsabdeckungen über dir zu gelangen."	Montez sur les bureaux pour accéder au panneaux de ventilation.	Súbete a escritorios para acceder los paneles de ventilación de arriba.	"Забирайтесь на столы, чтобы добраться до вентиляционных панелей."	Sali sui tavoli per accedere ai pannelli di ventilazione sul soffitto.	爬上桌子可接触到上方的通风板。 	天井のダクトパネルは、机の上に乗って切断できる。		
